name,value
黄疸,602
高血压病,602
高血压,602
高度,602
高压,517
骨髓瘤,517
骨质,425
骨折,220
马蹄,214
食管炎,149
食管,103
风湿性关节炎,81
风湿性,73
颌面,72
颈椎病,67
靶向,56
静脉曲张,53
静脉,36
随诊,36
阻滞,34
阻塞性,32
阑尾炎,32
阑尾,25
间隙,25
间质性,23
闭塞,23
门诊,23
银屑病,22
酒精性,22
透析,22
运动障碍,22
过敏性,21
输尿管,20
超声,18
裂伤,18
衰竭,17
血管性,17
血管,17
血栓,15
血小板,14
营养不良,14
药物性,14
自发性,13
膝关节,13
膜炎,13
膀胱炎,13
膀胱,12
腹膜炎,12
腹股沟,12
腹痛,12
腰痛,12
腰椎间盘,11
腰椎,11
腔隙性,11
脱出,10
脓肿,10
脓毒症,10
脑部,10
脑血管病,9
脑血管,9
脑血栓,9
脑梗死,9
脑出血,9
脊椎,8
脂肪肝,8
胸腔,8
胰腺炎,8
胰腺,8
胰岛素,8
胬肉,8
胆管炎,7
胆管,7
胆石症,7
胆总管,7
胆囊结石,7
胆囊炎,7
胆囊,6
胃肠功能,6
胃炎,6
胃溃疡,6
肿瘤,5
肿物,5
肾衰竭,5
肾脏病,5
肾脏,4
肾盂,4
肾功能,4
肺部,4
肺脓肿,4
肺病,4
肺炎,4
肺源性,4
肺气肿,4
肺栓塞,4
肺动脉,4
肱骨,3
股骨头,3
肠炎,3
肝炎,3
肌筋,3
