lng1,lat1,lng2,lat2
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.4686243,35.431049
119.587028,35.45327792,119.4686243,35.431049
119.587028,35.45327792,119.4686243,35.431049
119.587028,35.45327792,119.4686243,35.431049
119.587028,35.45327792,119.4686243,35.431049
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.5334154,35.422839
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.587028,35.45327792,119.587028,35.45327792
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.4686243,35.431049
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.5334154,35.422839
119.3255304,35.12743233,119.3255304,35.12743233
119.3255304,35.12743233,119.3255304,35.12743233
