name,value
黄斑,439
高血压病,439
高血压,439
高原,439
髋关节,362
骨髓瘤,362
骨髓,306
骨质,144
骨折,131
食管,89
颈椎,66
颈内,55
靶向,45
静脉,45
青光眼,35
障碍,34
随后,30
阻塞性,25
阑尾炎,24
间质,22
闭塞,20
门诊,20
银屑病,20
重症,19
透析,18
连接处,18
超声,17
贲门,17
角膜炎,17
视网膜,17
衰竭,16
表现,16
血肿,16
血管,15
血症,14
血栓性,14
血栓,13
血小板,13
获得,13
膝关节,13
膀胱,13
腹股沟,10
腹痛,10
腹泻,10
腰痛,10
腰椎间盘,9
腰椎,9
腔隙性,9
脑部,9
脑血管病,9
脑血管,9
脑血栓,9
脑萎缩,9
脑膜瘤,9
脑缺血,8
脑病,8
脑梗死,8
脑出血,8
脊椎,8
胸腔,7
胰岛素,7
胆管癌,7
胆管炎,7
胆总管,7
胆囊结石,7
胆囊炎,7
胆囊,6
胃炎,6
胃溃疡,6
胃底,5
肿瘤,5
肿物,5
肾功能,5
肺部,5
肺病,5
肺炎,5
肺源性,5
肺气肿,4
肩周炎,4
股骨头,4
肠病,4
肠炎,4
肠梗阻,4
肝炎,4
老年性,4
置换,4
缺血性,3
缺血,3
缺氧,3
缺损,3
综合征,3
维持性,3
继发性,3
结肠,3
结石,3
结核病,3
纤颤,3
纤维化,3
红细胞,3
紊乱,3
