name,value
鼻腔,637
黏膜,637
黄斑,607
高血压病,607
高血压,607
骨髓,607
骨质增生,479
骨性,393
食管炎,285
食管,244
风湿性关节炎,181
颈部,91
颈椎病,90
颈椎,90
项痹,80
靶向,67
青光眼,67
障碍性,55
障碍,44
随诊,43
阑尾炎,43
阑尾,39
闭角型,38
门诊,37
链球菌,34
银屑病,31
透析,31
退行性,27
过敏性,24
输尿管,24
超声,23
贫血,23
角膜炎,23
视网膜,22
衰竭,22
血管,21
血小板,19
药物性,19
良性肿瘤,19
膝痹,19
膝关节,16
膜炎,16
膀胱炎,15
膀胱,15
腹膜,15
腹股沟,13
腹痛,13
腹壁,12
腰部,12
腰背,12
腰肌劳损,11
腰痛,10
腰椎间盘,10
腰椎,10
腔隙性,10
脱髓鞘,9
脱离,9
脱位,8
脓肿,8
脑部,8
脑血管病,8
脑血管,8
脑血栓,8
脑病,8
脑梗死,8
脊髓型,8
脊柱炎,8
脉络膜,8
脂肪瘤,7
胸腔,7
胸痛,7
胰腺炎,7
胰岛素,7
胬肉,7
胆管炎,7
胆管,7
胆囊炎,7
胃肠炎,7
胃肠功能,7
胃炎,7
胃溃疡,7
胀气,7
肿瘤,6
肿物,6
肾脏,6
肾结石,6
肾积水,6
肾盂肾炎,6
肾病,6
肾功能,6
肺部,6
肺炎,5
肺源性,5
肺泡,5
肩部,5
肩袖,5
肩周炎,5
肢痛,5
股骨头,5
肠炎,5
