name,value
鼻咽,490
麻痹,490
高血压病,490
高血压,490
高位,271
骨髓,271
骨性,190
食管炎,154
风湿性关节炎,126
颈部,97
颈椎病,64
项痹,42
静脉曲张,42
静脉,39
霍奇金,37
需要,37
随诊,37
阻塞性,36
阑尾炎,36
闭塞,35
门诊,34
镜髓,27
银屑病,27
重症,25
酒精,25
透析,24
退行性,23
迟缓,22
输尿管,22
踝部,22
贫血,21
角膜,21
视网膜,21
衰竭,21
行为障碍,20
行为,20
血管,16
血栓,16
蛛网膜,15
良性肿瘤,11
膝痹,11
膝关节,10
膀胱炎,10
腺瘤,9
腺病毒,9
腹股沟,9
腹痛,8
腰肌劳损,8
腰痛,8
腰椎间盘,8
腰椎,8
腮腺,8
脱位,7
脓肿,7
脑部,7
脑血管病,7
脑肿瘤,6
脑病,6
脑梗死,6
脊髓型,6
脊髓,6
脊柱炎,5
胸痛,5
胰腺炎,5
胰腺,5
胰岛素,5
胆管炎,5
胆总管,5
胆囊炎,5
胃肠功能,5
胃炎,5
胃溃疡,5
肿瘤,4
肿物,4
肾衰竭,4
肾脏病,4
肾脏,4
肾结石,4
肾积水,4
肾病,4
肾功能,4
肺结核,4
肺病,4
肺炎,4
肩周炎,4
肩关节,4
肠梗阻,4
肝硬化,4
肝炎,4
肝性,4
肛瘘,4
耳部,3
耳廓,3
老年性,3
置入,3
缺陷,3
缺血,3
缺损,3
综合征,3
维持性,3
