name,value
高血压,97
顺产,97
障碍性,97
阑尾炎,97
门诊,52
重症,24
重度,17
过少,12
输卵管,11
软骨,10
贫血,10
血小板,10
腹痛,10
脓肿,10
脑瘫,10
胰岛素,9
胎儿,7
肿瘤,6
肾脏病,6
肾脏,6
肾盂肾炎,6
肺炎,6
肠梗阻,6
羊水,5
结核病,4
红斑狼疮,4
系统性,3
系统,3
糖尿病,3
精神障碍,3
精神病,3
精神分裂症,2
类风湿,2
窘迫,2
直立,2
白癜风,2
病种,2
病变,2
疾病,2
生育,2
混合,2
流产,2
治疗,2
检测,2
核酸,2
早产,2
收费,2
支气管,2
按床,1
报销,1
扩张,1
扁桃体炎,1
慢性,1
感染性,1
感染,1
息肉,1
急性,1
心肌,1
心律失常,1
异位,1
并发症,1
并发,1
家庭,1
宫颈,1
子痫,1
妊娠期,1
妊娠,1
增多,1
囊肿,1
哮喘,1
合并,1
发热,1
原发性,1
卵巢,1
化脓性,1
剧吐,1
剖腹产,1
前期,1
再生,1
内生,1
关节炎,1
先兆,1
供血,1
低血压,1
以上,1
产褥,1
产房,1
乳腺炎,1
乳腺,1
严重,1
不足,1
三个,1
