name,value
鼻窦炎,551
鼻出血,551
鼻中隔,551
黄斑,551
高血压病,333
高血压,333
高压,268
骨折,229
骨性,190
食管炎,175
风湿性关节炎,93
颌下腺,70
颈椎病,70
颈椎,70
颅内,61
项痹,61
韧带,33
靶向,31
非炎性,29
静脉炎,27
静脉曲张,26
静脉,19
障碍性,18
障碍,18
随后,18
阻滞,18
阻塞,16
阵发性,15
阑尾炎,15
阑尾,15
门诊,15
银屑病,14
重症,13
重度,12
透析,12
退行性,12
输尿管,12
软组织,11
转换,11
躯干,11
贫血,11
角膜炎,10
视网膜,10
裂孔,10
衰竭,10
血细胞,10
血管瘤,9
血管,9
血栓,9
蛛网膜,9
虹膜炎,9
获得,9
良性肿瘤,9
良性,9
膝痹,8
膝关节,8
膜炎,8
膀胱炎,8
腺肌病,7
腹腔,7
腹股沟,7
腹痛,7
腰肌劳损,7
腰痛,7
腰椎间盘,7
腰椎,7
腮腺,6
腔隙性,6
脱离,6
脱垂,6
脱出,6
脓肿,6
脑部,6
脑血管病,6
脑血管,6
脑膜瘤,5
脑缺血,5
脑梗死,5
脊柱炎,5
脉络膜,5
脂肪,5
胰岛素,5
胬肉,5
胆管炎,5
胆管,5
胆总管,4
胆囊结石,4
胆囊炎,4
胃炎,4
胃小弯,4
肿瘤,4
肿物,4
肿块,4
肾脏病,4
肾脏,4
肾结石,4
肾积水,4
肾盂肾炎,4
肾病,4
肾炎,4
