name,value
黏膜,207
高热,207
附睾炎,207
阑尾炎,207
门诊,56
重症,56
贫血,51
获得,43
荨麻疹,31
苯丙酮,31
自闭症,28
腺性,23
腹腔镜,20
腹股沟,17
腹痛,17
腹泻,17
脓毒症,17
脑瘫,14
胃肠炎,14
胃炎,14
肺炎,14
肠道,14
肠系膜,13
肠套叠,13
肌性,11
缺铁性,8
综合征,8
细菌性,7
精索,7
积液,6
社区,6
睾丸,6
皮肤,5
皮炎,4
白细胞,4
癫痫,4
病种,4
病毒感染,3
病毒性,3
病毒,3
疾病,3
疱疹,3
状态,3
特指,3
淋巴结炎,3
淋巴结,3
消化不良,3
泌尿道,3
气管炎,2
残疾儿童,2
检测,2
梗阻,2
核酸,2
期前,2
智力,2
日间,2
斜颈,1
收缩,1
支气管炎,1
支气管,1
支原体,1
持续,1
报销,1
手足,1
手术,1
扁桃体炎,1
慢性,1
感染性,1
感染,1
感冒,1
意外,1
惊厥,1
性肺炎,1
急性,1
张力,1
川崎,1
尿症,1
小儿,1
室性,1
孤独症,1
增多,1
坏疽,1
喘息,1
喉炎,1
哮喘,1
咽炎,1
咽峡炎,1
咳嗽病,1
口腔炎,1
口病,1
口炎,1
发热,1
双侧,1
单核细胞,1
单侧,1
化脓性,1
包茎,1
减少,1
修补术,1
便秘,1
