name,value
龈炎,197
高血压病,197
高血压,197
风湿性关节炎,197
颈椎病,82
颈椎,60
顺产,60
项痹,60
革螨,60
青光眼,59
霍奇金,59
阵发性,52
门诊,52
银屑病,49
重症,32
透析,20
过缓,13
过敏性,12
输尿管,9
输卵管,9
血管,9
营养,8
良性肿瘤,8
良性,7
自发性,7
腹部,7
腹痛,7
腰肌劳损,7
腰痛,7
腰椎间盘,7
脑部,6
脑血管病,5
脑梗死,5
胰岛素,4
胆管炎,4
胆总管,4
胆囊结石,4
胆囊炎,4
胃炎,4
胃溃疡,4
肿瘤,4
肿物,4
肿块,4
肾脏病,4
肾结石,3
肾盂肾炎,3
肺病,3
肺炎,3
肥大,3
肠梗阻,3
肝炎,3
肌腱,3
肌瘤,3
肌桥,3
缺血,3
综合征,3
继发性,2
结节,2
结石,2
结核,2
经腹全,2
细胞,2
纵隔,2
红斑狼疮,2
系统性,2
系统,2
糜烂性,2
糖尿病,2
精神障碍,2
精神病,2
粥样,2
类风湿,2
突出,2
稳定,2
神经,2
硬化性,2
破裂,2
眩晕,2
直肠,2
盆腔炎,2
皮肤,2
皮炎,2
痉挛,2
病种,1
病变,1
疾病,1
疾患,1
甲状腺,1
生育,1
生物,1
特指,1
牙髓炎,1
滋养,1
混合型,1
混合,1
淋巴瘤,1
消化不良,1
泌尿道,1
治疗,1
毒性,1
