name,value
鼻腔,605
鼻咽,605
黄斑,605
麻木,605
高血压病,470
高血压,470
骨髓瘤,382
骨髓,215
骨质,163
骨肿瘤,111
骨折,85
饮食,63
食管炎,61
食管,57
颈椎病,45
项痹,42
靶向,41
静脉曲张,36
障碍性,31
阻塞性,30
阑尾炎,30
阑尾,28
间质性,25
闭塞,25
门诊,25
银屑病,25
铜绿,23
重度,22
酮症,22
透析,22
过敏性,20
输尿管,19
软组织,19
超声,19
贫血,18
衰竭,17
血管,15
血症,14
血小板,14
菌血症,14
荨麻疹,14
自发性,14
膝关节,13
膀胱,13
腹腔,13
腹股沟,13
腹痛,13
腹泻,13
腰痛,12
腰椎间盘,12
腰椎,12
腔隙性,11
脱出,11
脑部,11
脑血管病,11
脑血管,11
脑膜,10
脑梗死,10
脑出血,10
脏器,10
脊髓型,10
脊椎,10
胸腔,10
胰岛素,9
胬肉,9
胆管,9
胆总管,8
胆囊结石,8
胆囊炎,7
胆囊,7
胃肠炎,7
胃穿孔,7
胃炎,7
胃溃疡,6
肿瘤,6
肿物,6
肾脏,6
肾结石,5
肾炎,5
肾功能,5
肺部,5
肺病,5
肺炎,5
肺源性,5
肺气肿,5
肩手,4
肩周炎,4
肢体,4
肠梗阻,4
肝炎,4
肌炎,4
老年性,4
翼状,4
缺血性,4
缺血,4
缺损,4
缓解,4
综合征,4
维持性,3
继发性,3
