name,value
黄斑,545
高血压病,545
高血压,545
高压,545
髋关节,427
骨髓,427
骨质增生,322
骨性,265
食管炎,191
食管,130
风湿性关节炎,112
颌面,63
颈椎病,62
颈椎,55
颅内,55
靶向,50
面神经,46
静脉曲张,38
静脉,37
随后,35
阻塞性,35
阑尾炎,34
间隙,33
间质,33
门静脉,32
门诊,30
镜髓,30
银屑病,30
重症,30
透析,30
退行性,27
过敏性,26
输尿管,26
轻度,25
软组织,22
超声,21
视网膜,20
衰竭,18
血细胞,17
血管性,17
血管,17
血栓,16
蛛网膜,15
药物,14
良性肿瘤,14
臀部,14
膝痹,14
膝关节,13
膀胱,13
腹膜炎,13
腹股沟,13
腹痛,12
腰部,12
腰肌劳损,12
腰痛,11
腰椎间盘,11
腰椎,11
腮腺,10
腔隙性,10
脓肿,10
脑部,9
脑血管病,9
脑血管,8
脑缺血,8
脑病,8
脑梗死,8
脑出血,8
胸腔,7
胰腺炎,7
胰岛素,7
胬肉,7
胆管炎,7
胆管,7
胆囊结石,6
胆囊炎,6
胃肠炎,6
胃炎,5
胃溃疡,5
胃小弯,5
肿瘤,5
肿物,5
肾衰竭,5
肾脏病,5
肾脏,5
肾积水,5
肾病,5
肾功能,5
肾上腺,4
肺部,4
肺脓肿,4
肺病,4
肺炎,4
肺源性,4
肺气肿,4
肩袖,4
肩周炎,4
肩关节,4
股骨头,4
肠道,4
肠炎,4
