name,value
黏膜,216
高血压,216
高压,216
骨折,216
食管,104
颈内,52
顺产,48
难免,47
阵发性,47
阑尾炎,46
门诊,46
透析,37
过敏性,37
过少,17
转换,13
跖骨,13
血管,12
良性肿瘤,9
良性,7
腺病,7
腹膜炎,6
腹痛,5
脓肿,5
脑炎,5
胰岛素,5
胆囊结石,5
胆囊炎,5
胃炎,5
肿瘤,4
肿块,4
肾脏,4
肾病,4
肺动脉,4
肝功能,3
肛周,3
羊水,3
综合征,3
结核病,3
红斑狼疮,3
系统性,3
系统,3
糜烂性,3
糖尿病,3
精神障碍,2
精神病,2
精神分裂症,2
突出,2
积液,2
眩晕,2
盆腔炎,2
盆腔,2
皮疹,2
白内障,2
癫痫,2
病种,2
病毒性,2
病损,2
病变,2
疾病,2
甲状腺肿,2
甲状腺炎,2
甲状腺,2
生育,2
牙周病,2
混合,2
消化不良,2
流产,2
泪腺炎,2
治疗,2
椎间盘,2
检测,2
核酸,1
早产,1
日间,1
收费,1
支气管炎,1
损电切术,1
按床,1
报销,1
抑郁症,1
手术,1
扁桃体炎,1
慢性,1
感染,1
感冒,1
意外,1
恶性肿瘤,1
息肉,1
性障碍,1
急性,1
心功能,1
心力衰竭,1
异常,1
异位,1
并发症,1
并发,1
平滑肌,1
居民,1
尿道炎,1
尿毒症,1
