name,value
黄斑,501
鳞状,501
高血压病,501
高血压,501
骨质,434
骨性,434
食管,305
风湿性关节炎,265
颌下,213
颈椎病,178
颈椎,106
颈内,103
项痹,103
靶向,103
非炎性,95
静脉炎,95
静脉曲张,41
静脉,34
障碍性,23
障碍,20
随诊,18
陈旧性,18
阻塞性,18
阻塞,18
阵发性,18
阴道,17
阑尾炎,17
间质,17
门诊,16
银屑病,16
重症,15
酮症,15
透析,15
退行性,14
输尿管,14
贮积,13
贫血,13
角膜,13
视网膜,13
衰竭,13
血管,12
血栓性,12
血栓,12
血尿,12
药物性,11
荨麻疹,10
良性,10
膝痹,10
膝关节,9
膀胱炎,9
膀胱,9
腺样体,9
腺性,9
腹膜,9
腹腔,9
腹痛,9
腹泻,8
腰肌劳损,8
腰痛,8
腰椎间盘,8
腰椎病,8
腰椎,8
腮腺,8
腔隙性,8
脱位,7
脓肿,7
脑部,7
脑血管病,7
脑血管,6
脑血栓,6
脑梗死,6
脑干,6
脑出血,6
脊柱炎,6
脆性,6
胸闷,6
胸痛,6
胰岛素,5
胬肉,5
胆囊炎,5
胃肠炎,5
胃炎,5
胃溃疡,5
肿瘤,5
肿物,5
肿块,5
肾脏病,5
肾脏,5
肾结石,4
肾病,4
肾功能,4
肺部,4
肺病,4
肺炎,4
肺气肿,4
肺大疱,4
肺上,4
肩周炎,4
肩关节,4
肥大,4
