name,value
鼻炎,224
黏液,224
高血压病,224
高血压,224
骨性,64
风湿性关节炎,63
颈椎病,52
颈椎,52
颅内,52
顺产,50
项痹,50
陈旧性,23
阴道,23
阑尾炎,21
阑尾,16
门诊,12
银屑病,11
重症,11
透析,10
输尿管,10
输卵管,10
血栓性,10
萎缩性,9
良性肿瘤,9
膝痹,9
膝关节,8
腺性,8
腰痛,8
腰椎间盘,7
脱垂,7
脊柱炎,6
胰腺炎,6
胰岛素,6
胎儿,5
胆囊炎,5
胃痛,4
胃炎,4
胃小弯,4
肿瘤,4
肿块,4
肾脏,3
肺炎,3
肩周炎,3
肝炎,3
美尼尔,3
维持性,3
结节,3
结膜炎,3
结石,3
结核病,3
红斑狼疮,3
系统性,3
系统,3
糜烂性,3
糖尿病,3
精神障碍,3
精神病,3
精神分裂症,3
类风湿,2
窘迫,2
突发,2
突出,2
稳定,2
积液,2
盆腔炎,2
盆腔,2
皮肌炎,2
白癜风,2
癫痫,2
病种,2
病毒性,2
病损,2
病变,2
疾病,2
疼痛,2
生育,2
特发性,2
牙痛,2
牙周炎,2
溃疡,2
混合型,2
混合,2
淋巴结核,2
浅表性,2
流产,2
治疗,2
毒性,2
椎间盘,2
椎动脉,2
检测,2
梅尼埃,2
核酸,2
早产,1
日间,1
新型,1
斜视,1
放射治疗,1
收费,1
支气管炎,1
支气管,1
