name,value
鼻窦炎,348
鼻炎,348
黄斑,348
高血压病,348
高血压,321
髋关节炎,321
髋关节,231
骨痹,190
骨性,125
食管,122
风湿性关节炎,86
颈椎病,60
颅内,49
项痹,45
静脉曲张,40
静脉,39
随后,36
附睾,32
阻塞性,31
阑尾炎,28
闭合,22
门诊,22
镜髓,22
银屑病,20
重症,19
重度,19
造口,15
透析,15
退行性,15
过敏性,14
输尿管,14
软组织,13
足痛,12
贫血,12
角膜炎,11
视网膜,11
衰竭,11
行大隐,11
血管,10
血小板,10
获得,10
膝痹,10
膝关节,10
膜炎,10
腹股沟,9
腹痛,9
腹泻,9
腰痛,9
腰椎间盘,9
腰椎,9
腔隙性,8
脱出,7
脓肿,7
脑部,7
脑血管病,7
脑血管,7
脑神经,6
脑梗死,6
脑出血,6
脏器,6
胸闷,6
胸痛,6
胸壁,6
胰腺癌,6
胰腺,5
胰岛素,5
胬肉,5
胆总管,5
胆囊炎,5
胃痛,5
胃炎,5
胃溃疡,5
胃小弯,5
肿瘤,5
肿物,4
肾脏病,4
肾脏,4
肾病,4
肾囊肿,4
肾功能,4
肾上腺,4
肺部,4
肺脓肿,4
肺病,4
肺炎,4
肺源性,3
肺泡,3
股骨头,3
肠梗阻,3
肝硬化,3
肝炎,3
肝功能,3
肌炎,3
老年性,3
翼状,3
置换,3
置入,3
缺血性,3
缺血,3
缺损,3
