name,value
鼻部,635
鼻咽,635
鼻出血,635
黄斑,635
高血压病,497
高血压,493
高压,365
高位,279
骨髓,207
骨性,155
食管炎,129
食管,56
风湿性关节炎,55
颈部,50
颈椎病,50
颈椎,49
颈内,48
项痹,45
靶向,38
静脉曲张,31
静脉,30
霍奇金,27
需要,27
障碍性,22
障碍,22
随后,21
陈旧性,21
附睾炎,21
附睾,20
阻塞性,19
阻塞,19
阵发性,17
阑尾炎,17
门诊,16
银屑病,16
铜绿,16
重症,16
重度,15
酮症,14
酒精,13
透析,13
迟缓,12
输尿管,12
软组织,12
超声,10
贫血,10
视网膜,10
衰竭,10
表现,10
行为,9
血脂,9
血管,9
蛛网膜,9
葡萄膜,9
获得,9
色素,8
良性肿瘤,8
膝关节,8
膜炎,8
腹膜炎,8
腹股沟,7
腹痛,7
腰部,7
腰痛,7
腰椎间盘,7
腔隙性,7
脱离,7
脱出,6
脓肿,6
脑部,6
脑血管病,6
脑血管,6
脑梗死,6
脑干,6
脑卒中,6
脑出血,6
脊髓型,5
脊柱炎,5
脆性,5
脂肪瘤,5
胸闷,5
胸部,5
胸腔,5
胰腺,5
胰岛素,5
胬肉,5
胆管癌,5
胆管,5
胆囊结石,5
胆囊炎,4
胃炎,4
胃溃疡,4
胀气,4
肿瘤,4
肿物,4
肾脏病,4
肾脏,4
肾结石,4
肾病,4
肾炎,4
