name,value
黄斑,427
高血压病,427
高血压,427
高压,427
骨髓,290
骨肿瘤,290
骨折,230
骤停,146
食管炎,145
食管,69
颈部,67
颈椎病,65
颈椎,65
项痹,65
韧带,65
靶向,60
静脉曲张,35
静脉,33
需要,32
障碍性,31
阻塞,28
阑尾炎,24
门诊,23
银屑病,23
重度,21
酮症,20
透析,18
退行性,17
迟缓,17
输尿管,14
软组织,13
踝关节,12
超级,12
贫血,11
视网膜,11
衰竭,11
行为,11
血脂,10
血肿,10
血精,10
血管,10
血友病,10
药物,10
荨麻疹,9
自发性,9
臀部,9
膝关节,9
腹股沟,9
腹痛,9
腰部,9
腰肌劳损,8
腰痛,8
腰椎间盘,8
腰椎,7
腔隙性,7
脱出,7
脓肿,7
脑部,6
脑血管病,6
脑血管,6
脑缺血,6
脑梗死,6
脑出血,5
脊柱炎,5
脊柱,5
胸上,5
胰岛素,5
胬肉,5
胆囊结石,5
胆囊炎,5
胃炎,5
肿胀,5
肿瘤,5
肿物,5
肾脏,5
肾结石,5
肾积水,5
肾盂肾炎,5
肾病,4
肾功能,4
肺部,4
肺脓肿,4
肺炎,4
肺气肿,4
肺动脉,4
肩周炎,4
股骨头,4
肠梗阻,4
肝硬化,4
肝病,4
肝炎,4
肝功能,4
肛瘘,4
肛周,4
耳聋,4
翼状,3
置换,3
缺陷,3
缺血,3
缺损,3
