id,jd,wd,h,city
1,120.6302480690769,36.20415720378724,0,青岛
1,120.7839489822972,36.171209455557474,1,青岛
1,120.6208078359829,36.24378732428916,2,青岛
1,120.73934059880962,36.22382119079141,3,青岛
1,120.78371091159256,36.43258195314683,4,青岛
1,120.78744873198747,36.1346247893767,5,青岛
1,120.7781353794312,36.54023672399731,6,青岛
1,120.77576336277815,36.455951436044344,7,青岛
1,120.60390098166397,36.54146435830885,8,青岛
1,120.82511164514003,36.311974556945806,9,青岛
1,120.4484232300368,36.388001419598815,10,青岛
1,120.8540230797391,36.0748375438262,11,青岛
1,120.7930855055179,36.24328770422351,12,青岛
1,120.65363739565348,36.19082742672569,13,青岛
1,120.51827265984558,36.40390957184619,14,青岛
1,120.58852366237605,36.20584185866629,15,青岛
1,120.76230753021915,36.370056291164325,16,青岛
1,120.50514935167537,36.09587266526289,17,青岛
1,120.8542092595583,36.36537403980158,18,青岛
1,120.73974487301258,36.253165695377284,19,青岛
1,120.47155486442385,36.125127139453795,20,青岛
1,120.63132354922327,36.559154478399385,21,青岛
1,120.64256370518694,36.223582748940615,22,青岛
1,120.59572958069786,36.23521012425178,23,青岛
2,118.47671137475275,35.58281000088726,0,临沂
2,118.75729341872345,35.553555569288896,1,临沂
2,118.48267057927185,35.47780100328479,2,临沂
2,118.39959542429189,35.313030554646936,3,临沂
2,118.60922726923809,35.36650996014167,4,临沂
2,118.83548759424706,35.57977429659689,5,临沂
2,118.85574840398102,35.137987209561764,6,临沂
2,118.57252378327526,35.20145192807754,7,临沂
2,118.67098083144263,35.38147754458577,8,临沂
2,118.54293775066755,35.32249746714853,9,临沂
2,118.77001563923649,35.60345374640429,10,临沂
2,118.47063834965904,35.41068544403775,11,临沂
2,118.53137748679815,35.583891534250505,12,临沂
2,118.39848064411241,35.4480650059745,13,临沂
2,118.42721488684074,35.24941927251037,14,临沂
2,118.74617820097411,35.236016627193266,15,临沂
2,118.37936657828125,35.23008486420864,16,临沂
2,118.70568858976625,35.38968309781583,17,临沂
2,118.72611989297884,35.54643898305039,18,临沂
2,118.37748522985572,35.12340129924873,19,临沂
2,118.79407199789145,35.236586291468605,20,临沂
2,118.45356612227212,35.457253850126314,21,临沂
2,118.46282919340385,35.364464590411316,22,临沂
2,118.74074650141937,35.51137859593782,23,临沂
3,118.08629283352644,36.824636170563785,0,淄博
3,118.1942533252487,36.90879844951819,1,淄博
3,118.26693173454562,37.006628043483886,2,淄博
3,118.12434933736017,36.83262512757285,3,淄博
3,118.23095419084373,36.89932208537867,4,淄博
3,118.24880719549448,36.90752867825564,5,淄博
3,118.43636244021137,37.12804103560985,6,淄博
3,118.12153159734792,36.92429857066112,7,淄博
3,118.195450001479,37.15747601337522,8,淄博
3,118.484525151737,36.87375342161719,9,淄博
3,118.24483258733538,37.12639724485876,10,淄博
3,118.54278608983304,37.07543498334268,11,淄博
3,118.42553567557918,36.840561341998075,12,淄博
3,118.14247241417156,36.968082985399754,13,淄博
3,118.3522730735664,37.241249949105516,14,淄博
3,118.44475048943107,36.85412141609089,15,淄博
3,118.45531667074373,37.12081003576351,16,淄博
3,118.25714435027317,37.20306255514839,17,淄博
3,118.50132893726233,36.82739184195378,18,淄博
3,118.2770651362639,36.88547751588699,19,淄博
3,118.35871412489837,37.13794579501311,20,淄博
3,118.50016043658962,37.260614043625914,21,淄博
3,118.40071005744994,36.89378437369291,22,淄博
3,118.49621533157348,36.91597733628976,23,淄博
4,122.60113266516831,37.523479554276115,0,威海
4,122.22688511102132,37.57814829300177,1,威海
4,122.46300292454744,37.82216581274752,2,威海
4,122.4830998145799,37.57163206808237,3,威海
4,122.57043508891459,37.6078101423702,4,威海
4,122.25957129976129,38.00354145479856,5,威海
4,122.2861791534223,37.69533976461522,6,威海
4,122.44379461002788,37.85184082486685,7,威海
4,122.61779797539107,37.94466349995474,8,威海
4,122.33752137592084,37.65673037370999,9,威海
4,122.27011534162486,37.814955544048395,10,威海
4,122.55075330194965,37.84420991050113,11,威海
4,122.1938818049311,37.71301375047601,12,威海
4,122.60802925905477,37.767818745056374,13,威海
4,122.29962776245385,37.645359836465566,14,威海
4,122.1906025386515,37.906075456227924,15,威海
4,122.56809212708815,37.78856374259138,16,威海
4,122.53675601263899,37.594518486006514,17,威海
4,122.42543785088253,37.87258665237878,18,威海
4,122.44863163935806,37.57780739267571,19,威海
4,122.57502987066457,37.962377538819226,20,威海
4,122.15560512537827,37.58236509238817,21,威海
4,122.57270202391294,37.58402582029838,22,威海
4,122.58815594386574,37.62960987764902,23,威海
5,118.77503804267144,35.34116141387867,0,临沂
5,118.44198473287796,35.293771796664075,1,临沂
5,118.7428122709934,35.1947967379578,2,临沂
5,118.54394546758776,35.46234533231036,3,临沂
5,118.5379497041385,35.55771107819624,4,临沂
5,118.77403082681005,35.57821802374309,5,临沂
5,118.85066980573704,35.440449027619906,6,临沂
5,118.76086096481646,35.238572038050066,7,临沂
5,118.85573991982778,35.14561155293874,8,临沂
5,118.7968186742408,35.12986860944272,9,临沂
5,118.44092529260917,35.4704663820898,10,临沂
5,118.53514880662304,35.393148429676195,11,临沂
5,118.49425343291075,35.19681982055881,12,临沂
5,118.86276964951294,35.41331213705184,13,临沂
5,118.72021441844463,35.36495289748294,14,临沂
5,118.39573365968049,35.248275331774224,15,临沂
5,118.85222300678633,35.1779687035771,16,临沂
5,118.59572833055924,35.31768072746968,17,临沂
5,118.72007756279069,35.252846081621776,18,临沂
5,118.4407054938599,35.22554450590764,19,临沂
5,118.74456486468465,35.57616109710177,20,临沂
5,118.85190362936201,35.284361392192,21,临沂
5,118.77242615197979,35.33811509120191,22,临沂
5,118.5259126609692,35.578626737921994,23,临沂
6,120.53377741613966,36.07695217830368,0,青岛
6,120.40499977008015,36.40039648492477,1,青岛
6,120.4172993339838,36.076532570784366,2,青岛
6,120.55502457990045,36.52398983033964,3,青岛
6,120.86571085414172,36.377999027237955,4,青岛
6,120.4782414048466,36.09422635952218,5,青岛
6,120.74416642285006,36.242275302433534,6,青岛
6,120.63236173313487,36.134739251336946,7,青岛
6,120.45965593617525,36.098850643982004,8,青岛
6,120.85389204485722,36.39372257540468,9,青岛
6,120.48017324515759,36.51167444130861,10,青岛
6,120.79022889630693,36.44724698233048,11,青岛
6,120.60793630362694,36.312863209805734,12,青岛
6,120.56388804299311,36.24921051725196,13,青岛
6,120.52576061418215,36.14282286957818,14,青岛
6,120.88310040846481,36.468386561190194,15,青岛
6,120.71431189574268,36.34279985333153,16,青岛
6,120.63483796260871,36.329872536565176,17,青岛
6,120.58455507536706,36.29624788915653,18,青岛
6,120.56627464632776,36.36826551913473,19,青岛
6,120.69365357464972,36.31911231347606,20,青岛
6,120.54854853657174,36.25813390321134,21,青岛
6,120.42038537659747,36.27625365639288,22,青岛
6,120.72777034249485,36.499552824024775,23,青岛
7,120.5164812385623,36.1182696289435,0,青岛
7,120.85642108513416,36.47675327181743,1,青岛
7,120.45513451476981,36.54369672794593,2,青岛
7,120.6583848809021,36.373535513908266,3,青岛
7,120.63501088987657,36.23312114496052,4,青岛
7,120.72303018962694,36.36462336525127,5,青岛
7,120.70609228707653,36.2786543290722,6,青岛
7,120.65612585203151,36.43173090277594,7,青岛
7,120.8766653921294,36.41599988313868,8,青岛
7,120.55472931484556,36.15530986460691,9,青岛
7,120.6441362814035,36.19058629401377,10,青岛
7,120.54367719684926,36.188286788301006,11,青岛
7,120.4173451667955,36.19790361227859,12,青岛
7,120.66261104892486,36.16501527437494,13,青岛
7,120.398015922186,36.35186773062778,14,青岛
7,120.7100389336492,36.25248595069288,15,青岛
7,120.39355920489687,36.34747954807315,16,青岛
7,120.5605515918669,36.42025792118905,17,青岛
7,120.69169877024893,36.18716573732078,18,青岛
7,120.54250088517885,36.23299839012921,19,青岛
7,120.47648954549058,36.17654670463589,20,青岛
7,120.75128600038819,36.22095535962589,21,青岛
7,120.59970834656824,36.329257760649455,22,青岛
7,120.4401563474614,36.18980119489706,23,青岛
8,120.77902890478877,36.53680946492394,0,青岛
8,120.60453279195657,36.32259045118211,1,青岛
8,120.77708869754086,36.11057213915414,2,青岛
8,120.75479385569217,36.399969702463565,3,青岛
8,120.53502271766578,36.424253886272886,4,青岛
8,120.5045695493241,36.45422755660134,5,青岛
8,120.85712186367074,36.53744698079036,6,青岛
8,120.68742866462942,36.20642216742429,7,青岛
8,120.50049147760689,36.20490648514462,8,青岛
8,120.66274696473405,36.26177438655733,9,青岛
8,120.51646767755975,36.459481945418766,10,青岛
8,120.8625281538174,36.356082608624135,11,青岛
8,120.77251830955993,36.124764689478546,12,青岛
8,120.85614932894998,36.442118014437106,13,青岛
8,120.82778660931328,36.14605235253283,14,青岛
8,120.42590564312158,36.37187680514398,15,青岛
8,120.51976265453075,36.08689365485682,16,青岛
8,120.56042692017239,36.22523772494616,17,青岛
8,120.79006163501721,36.51291781222199,18,青岛
8,120.5157376400632,36.433956723883746,19,青岛
8,120.45186870915957,36.31821515154523,20,青岛
8,120.55957679404217,36.37789665680953,21,青岛
8,120.7029689897575,36.443937567578054,22,青岛
8,120.59361878578508,36.444285300673144,23,青岛
9,119.10315839766515,37.891417814589296,0,东营
9,119.05614869690793,37.55388083876454,1,东营
9,118.8659316785898,37.81894247297503,2,东营
9,118.99754617299203,37.73019177718033,3,东营
9,119.0599722310881,37.571113402649786,4,东营
9,119.14538065722763,37.74312434066299,5,东营
9,119.15214431466964,37.828937661524854,6,东营
9,118.82314678484904,37.49185235679792,7,东营
9,118.8361355281525,37.50816140975978,8,东营
9,119.1670682837291,37.65999248589516,9,东营
9,119.16101796964969,37.55715155483176,10,东营
9,118.6913573807694,37.508245634019445,11,东营
9,118.84991293761308,37.708103972051234,12,东营
9,118.78192037124747,37.89876534594988,13,东营
9,119.10383610464434,37.86222158184964,14,东营
9,118.79880150692944,37.8236244445492,15,东营
9,119.02782419835748,37.8644482271066,16,东营
9,118.84727869284048,37.69466842036495,17,东营
9,118.94404795406619,37.487372330534576,18,东营
9,119.16680465185587,37.55935588325955,19,东营
9,119.06375720858968,37.864503937201306,20,东营
9,119.11893297107173,37.68577587624864,21,东营
9,119.15548050863245,37.54443298122882,22,东营
9,118.75666322431955,37.850061332698985,23,东营
