id,jd,wd,h,city
1,119.38188149208784,36.81049147037007,0,潍坊
1,119.64415739699788,37.16453257100058,1,潍坊
1,119.25916400772408,37.04049020533655,2,潍坊
1,119.34877038399887,37.200846031593514,3,潍坊
1,119.56230762639858,37.15861546852278,4,潍坊
1,119.43980275262014,36.93785551591533,5,潍坊
1,119.53440868184441,36.96767120381263,6,潍坊
1,119.52098351501908,36.84889441623457,7,潍坊
1,119.6171318105467,37.14850065078387,8,潍坊
1,119.64133539971947,36.99499784358937,9,潍坊
1,119.61792086536123,36.72924590751408,10,潍坊
1,119.6094629690289,36.771650946162055,11,潍坊
1,119.44521702084685,37.207693538379715,12,潍坊
1,119.55724137440124,36.9033317954725,13,潍坊
1,119.57162587028394,36.85238833883492,14,潍坊
1,119.28493562991183,36.91576231281925,15,潍坊
1,119.39869505865184,37.05570878371534,16,潍坊
1,119.5548256177369,37.15854712549183,17,潍坊
1,119.65092536991783,37.16733742300304,18,潍坊
1,119.58713829969483,37.19686463821046,19,潍坊
1,119.55961221220038,36.855279836382486,20,潍坊
1,119.52748351061082,37.210054996249525,21,潍坊
1,119.30966322733606,36.73012147870525,22,潍坊
1,119.34888509245388,36.92105071573151,23,潍坊
2,116.13379967723178,36.7880600558656,0,聊城
2,116.44121654862856,36.805159322506285,1,聊城
2,116.15779992045086,36.531866024570775,2,聊城
2,116.35393999551854,36.65454846246017,3,聊城
2,115.9931113774999,36.48234917007877,4,聊城
2,116.08863164262091,36.856630194533615,5,聊城
2,116.14190780764322,36.81935674266696,6,聊城
2,116.14225610273829,36.79700250995773,7,聊城
2,116.15140984971625,36.510757665769944,8,聊城
2,116.43625518234616,36.47813794242831,9,聊城
2,116.37790938027332,36.48203094251888,10,聊城
2,116.45059177568088,36.79426830103024,11,聊城
2,116.1791450101949,36.89716623260708,12,聊城
2,116.02381381428793,36.6159599787596,13,聊城
2,116.37959996096599,36.854969300834824,14,聊城
2,116.38124066580318,36.80001489264274,15,聊城
2,116.07698327474078,36.95001009431535,16,聊城
2,116.27532895841537,36.559208788707174,17,聊城
2,116.41700832137646,36.56365484118163,18,聊城
2,116.47546195061787,36.69481152772087,19,聊城
2,116.18386153979839,36.5798567943798,20,聊城
2,116.07783883330278,36.90922843603318,21,聊城
2,116.19272518367096,36.72344100110329,22,聊城
2,116.37820648763169,36.92985811849872,23,聊城
3,120.6217441657413,36.07933831081143,0,青岛
3,120.6766226318636,36.12772662459733,1,青岛
3,120.88196194794017,36.43306060722271,2,青岛
3,120.42494460426417,36.530024149576036,3,青岛
3,120.87610866929775,36.43484180340421,4,青岛
3,120.76759020288813,36.36688614704189,5,青岛
3,120.74060292535896,36.53433511926961,6,青岛
3,120.55810036571515,36.12453634635237,7,青岛
3,120.53675809824827,36.2378499389823,8,青岛
3,120.4525577073745,36.217105636093656,9,青岛
3,120.7152384640296,36.13241731200906,10,青岛
3,120.52637858591982,36.24036198379192,11,青岛
3,120.72385632931433,36.292617136107104,12,青岛
3,120.41859286947995,36.50322020928126,13,青岛
3,120.64471151117186,36.2589974220644,14,青岛
3,120.74872177528329,36.22596004680142,15,青岛
3,120.57818529645623,36.37358702516444,16,青岛
3,120.82332114465368,36.12926446004728,17,青岛
3,120.44616490984299,36.21631145763331,18,青岛
3,120.72855403043503,36.267080383341714,19,青岛
3,120.85190769672613,36.22420162285143,20,青岛
3,120.77138903095656,36.55279648347299,21,青岛
3,120.48341637051105,36.53695217513972,22,青岛
3,120.41643960339101,36.24276884324383,23,青岛
4,118.02217601270952,37.87673836678265,0,滨州
4,118.34465448933784,37.819512709037674,1,滨州
4,118.29165402139547,37.54451611554477,2,滨州
4,118.30967878972774,37.46397494981782,3,滨州
4,118.00126992680215,37.77680666809805,4,滨州
4,118.22897353743691,37.48832286575632,5,滨州
4,118.01121927567888,37.437956156235494,6,滨州
4,117.97803509848856,37.397003900414184,7,滨州
4,118.32561375091923,37.42142878914338,8,滨州
4,118.17561513911876,37.46516762798094,9,滨州
4,118.38988783923267,37.566282143939475,10,滨州
4,118.21018810529634,37.66303827868855,11,滨州
4,118.38200260677989,37.46857711567659,12,滨州
4,118.06181640368746,37.429458146342135,13,滨州
4,118.45809405444328,37.397237213494975,14,滨州
4,118.41646700005805,37.420661130368565,15,滨州
4,118.31957020620337,37.64339467615569,16,滨州
4,118.18584625078483,37.550974914815654,17,滨州
4,117.98902142390764,37.7234563891332,18,滨州
4,118.37498818568936,37.69111003396936,19,滨州
4,118.39608967601755,37.68663832960881,20,滨州
4,118.22148709959552,37.667508171533036,21,滨州
4,118.00850291988168,37.70937748697315,22,滨州
4,118.27621370276952,37.68449755082298,23,滨州
5,118.70551835491679,35.30775094155366,0,临沂
5,118.50943887781628,35.154707070444054,1,临沂
5,118.46264601779909,35.31552617791691,2,临沂
5,118.75012281021493,35.29468170083827,3,临沂
5,118.80266747176039,35.533317286776445,4,临沂
5,118.60097444081913,35.34422874153292,5,临沂
5,118.71542635662408,35.44124897859149,6,临沂
5,118.47925641145957,35.14918880851976,7,临沂
5,118.38097634192818,35.576742720205154,8,临沂
5,118.56955195111294,35.298532263974074,9,临沂
5,118.85977072471333,35.25783930626299,10,临沂
5,118.77006452081787,35.306691149338775,11,临沂
5,118.72774391116745,35.203390991689524,12,临沂
5,118.56657747121189,35.28891955703955,13,临沂
5,118.70438469091661,35.60230366728689,14,临沂
5,118.81476451194295,35.487539425000925,15,临沂
5,118.40847201295999,35.13982329869337,16,临沂
5,118.78939119491838,35.392584236258045,17,临沂
5,118.71899174240512,35.14923591873976,18,临沂
5,118.52621352288213,35.20625087464579,19,临沂
5,118.5630166025496,35.21796341380704,20,临沂
5,118.689490022639,35.22670251817503,21,临沂
5,118.56135459799813,35.296709710443174,22,临沂
5,118.73064092220302,35.2946601321094,23,临沂
6,116.35672820311154,36.779800225388605,0,聊城
6,116.34903082969015,36.63222441384647,1,聊城
6,116.11800860615851,36.857397866869256,2,聊城
6,116.3016388342761,36.73896706960164,3,聊城
6,116.08176750372365,36.71314838063879,4,聊城
6,116.23552628340312,36.69099343042112,5,聊城
6,116.34605102794207,36.49308874291643,6,聊城
6,116.27841623784401,36.73143387595752,7,聊城
6,116.22149763971889,36.59488126734174,8,聊城
6,116.34192706030284,36.579117422788464,9,聊城
6,116.2867656462902,36.85010117974689,10,聊城
6,116.16002520491051,36.576119020979554,11,聊城
6,116.47792664058194,36.540518392057756,12,聊城
6,116.01151607960395,36.48514859840812,13,聊城
6,116.0910933056465,36.56941499974759,14,聊城
6,116.14979411737345,36.56333103224464,15,聊城
6,116.48687206121139,36.95582351264598,16,聊城
6,116.23014780411185,36.596301815007635,17,聊城
6,116.36592540543644,36.90657184306548,18,聊城
6,116.11097108709099,36.5088771882462,19,聊城
6,116.43386225685887,36.85328176355259,20,聊城
6,116.46132579513225,36.855541755718235,21,聊城
6,116.1258782163744,36.81982523007932,22,聊城
6,116.21730969727814,36.92937927873491,23,聊城
7,118.3568669481888,36.972191802062284,0,淄博
7,118.16285061724291,36.92341024780018,1,淄博
7,118.12719765755647,36.96513305704694,2,淄博
7,118.1885732734379,37.222682044550815,3,淄博
7,118.18636416631063,37.04588989027545,4,淄博
7,118.5440340899656,37.09245560467043,5,淄博
7,118.40280650236878,36.99369211731212,6,淄博
7,118.14997460856004,37.22455968767606,7,淄博
7,118.4080342387682,36.85585761211582,8,淄博
7,118.43638653117418,37.25033137448364,9,淄博
7,118.39593174299593,37.18677303079044,10,淄博
7,118.34554345326465,37.21428593487761,11,淄博
7,118.16057819598922,37.08467511210189,12,淄博
7,118.14492127047788,37.066980344894134,13,淄博
7,118.48057708924918,37.26304098160058,14,淄博
7,118.10604109564126,36.94641328896628,15,淄博
7,118.17745203967418,36.943809430997796,16,淄博
7,118.20248960648478,37.052721292365284,17,淄博
7,118.37402433831933,36.982192535689926,18,淄博
7,118.25037130259116,37.14341352625502,19,淄博
7,118.22008065502763,37.10833851383142,20,淄博
7,118.39046798343703,37.09194565001804,21,淄博
7,118.13475200909524,37.23210547895684,22,淄博
7,118.16529288763849,37.10888334718447,23,淄博
