lng,lat,value
121.4848682,31.24077607,6103.205128205128
121.1305531,31.15545432,4000.0
121.5325199,31.26552414,5855.555555555556
121.4433964,31.19455677,6395.238095238095
121.5504546,31.22734829,6925.925925925926
121.4304544,31.22684797,6947.058823529412
121.4915856,31.23724715,3845.0
121.4035693,31.25497337,6630.7692307692305
121.3886119,31.11884258,6835.714285714285
121.2344796,31.03713518,6428.571428571428
121.5115865,31.2697467,4860.0
121.496563,31.41027947,5900.0
121.2725951,31.38015534,6166.666666666667
121.4534318,31.23384493,6788.888888888889
121.34848,30.74785238,4200.0
121.4805037,30.92372011,5500.0
