lng,lat,value
121.4848682,31.24077607,8326.121372031663
121.1305531,31.15545432,7714.285714285715
121.5325199,31.26552414,5619.444444444444
121.4433964,31.19455677,6993.877551020408
121.5504546,31.22734829,5902.142857142857
121.4304544,31.22684797,4481.818181818182
121.4915856,31.23724715,8536.0
121.4035693,31.25497337,7588.461538461538
121.3886119,31.11884258,5085.9375
121.2344796,31.03713518,7710.714285714285
121.5115865,31.2697467,5258.139534883721
121.496563,31.41027947,5450.0
121.2725951,31.38015534,7937.5
121.4534318,31.23384493,6936.8421052631575
121.4035569,31.62856998,5000.0
121.34848,30.74785238,9140.0
121.4805037,30.92372011,9087.719298245614
