lng,lat,value
121.4848682,31.24077607,7046.25
121.1305531,31.15545432,6125.0
121.5325199,31.26552414,5185.714285714285
121.4433964,31.19455677,6709.677419354839
121.5504546,31.22734829,5926.666666666667
121.4304544,31.22684797,6500.0
121.4915856,31.23724715,7444.444444444444
121.4035693,31.25497337,5250.0
121.3886119,31.11884258,5580.0
121.2344796,31.03713518,5000.0
121.5115865,31.2697467,5592.857142857143
121.496563,31.41027947,1800.0
121.2725951,31.38015534,8333.333333333334
121.4534318,31.23384493,8219.047619047618
121.4805037,30.92372011,4500.0
