lng,lat,value
121.4848682,31.24077607,9550.757575757576
121.1305531,31.15545432,6960.0
121.5325199,31.26552414,5380.0
121.4433964,31.19455677,11500.0
121.5504546,31.22734829,8282.608695652174
121.4304544,31.22684797,4375.0
121.4915856,31.23724715,12476.923076923076
121.4035693,31.25497337,13125.0
121.3886119,31.11884258,10257.894736842105
121.2344796,31.03713518,3087.5
121.5115865,31.2697467,36666.666666666664
121.496563,31.41027947,433.3333333333333
121.2725951,31.38015534,7750.0
121.4534318,31.23384493,8662.5
121.34848,30.74785238,10000.0
121.4805037,30.92372011,16000.0
