name1,name2,value
大专,全职,6945.4715568862275
大专,兼职/临时,4749.206349206349
大专,实习,3779.5180722891564
大专,校园,5066.666666666667
学历不限,全职,6273.706645998837
学历不限,兼职/临时,5361.325966850829
学历不限,实习,5100.0
学历不限,校园,3750.0
本科,全职,7762.382734652214
本科,兼职/临时,5406.613756613757
本科,实习,4604.864864864865
本科,校园,7585.217391304348
高中,全职,6306.68449197861
高中,兼职/临时,4833.333333333333
高中,实习,3500.0
高中,校园,6000.0
中专/中技,全职,6070.503597122302
中专/中技,兼职/临时,4571.428571428572
中专/中技,实习,5200.0
中专/中技,校园,0.0
初中及以下,全职,5667.1875
初中及以下,兼职/临时,3666.6666666666665
初中及以下,实习,0.0
初中及以下,校园,0.0
硕士,全职,8699.047619047618
硕士,兼职/临时,8733.333333333334
硕士,实习,4000.0
硕士,校园,10000.0
MBA/EMBA,全职,42000.0
MBA/EMBA,兼职/临时,30000.0
MBA/EMBA,实习,0.0
MBA/EMBA,校园,0.0
博士,全职,5900.0
博士,兼职/临时,0.0
博士,实习,0.0
博士,校园,0.0
中技,全职,14000.0
中技,兼职/临时,0.0
中技,实习,0.0
中技,校园,0.0
