lng,lat,value
121.4848682,31.24077607,8450.632911392406
121.1305531,31.15545432,17250.0
121.5325199,31.26552414,8500.0
121.4433964,31.19455677,7527.777777777777
121.5504546,31.22734829,8140.476190476191
121.4304544,31.22684797,7909.090909090909
121.4915856,31.23724715,8142.857142857143
121.4035693,31.25497337,8714.285714285714
121.3886119,31.11884258,6752.380952380952
121.2344796,31.03713518,8071.428571428572
121.5115865,31.2697467,9666.666666666666
121.496563,31.41027947,8425.0
121.2725951,31.38015534,6727.272727272727
121.4534318,31.23384493,7790.0
121.34848,30.74785238,10000.0
121.4805037,30.92372011,9000.0
