lng,lat,value
121.4848682,31.24077607,7152.980132450331
121.1305531,31.15545432,7420.0
121.5325199,31.26552414,7130.555555555556
121.4433964,31.19455677,7414.0625
121.5504546,31.22734829,7835.862068965517
121.4304544,31.22684797,8004.255319148936
121.4915856,31.23724715,7537.777777777777
121.4035693,31.25497337,7804.444444444444
121.3886119,31.11884258,8200.0
121.2344796,31.03713518,7157.142857142857
121.5115865,31.2697467,8779.411764705883
121.496563,31.41027947,7989.36170212766
121.2725951,31.38015534,7533.333333333333
121.4534318,31.23384493,8243.103448275862
121.34848,30.74785238,6000.0
121.4805037,30.92372011,8357.142857142857
