lng,lat,value
121.4848682,31.24077607,6933.6569579288025
121.1305531,31.15545432,4368.0
121.5325199,31.26552414,8040.0
121.4433964,31.19455677,6230.392156862745
121.5504546,31.22734829,6687.0
121.4304544,31.22684797,5706.25
121.4915856,31.23724715,5229.090909090909
121.4035693,31.25497337,5166.666666666667
121.3886119,31.11884258,6991.150442477876
121.2344796,31.03713518,5696.0
121.5115865,31.2697467,8906.666666666666
121.496563,31.41027947,6186.95652173913
121.2725951,31.38015534,5945.945945945946
121.4534318,31.23384493,5980.821917808219
121.34848,30.74785238,7333.333333333333
121.4805037,30.92372011,7384.615384615385
