lng,lat,value
121.4848682,31.24077607,6587.5
121.5325199,31.26552414,8040.0
121.4433964,31.19455677,8090.322580645161
121.5504546,31.22734829,8577.777777777777
121.4304544,31.22684797,8176.470588235294
121.4915856,31.23724715,6373.333333333333
121.4035693,31.25497337,5186.666666666667
121.3886119,31.11884258,5500.0
121.2344796,31.03713518,10000.0
121.5115865,31.2697467,8000.0
121.496563,31.41027947,7666.666666666667
121.2725951,31.38015534,4540.0
121.4534318,31.23384493,4914.285714285715
121.4035569,31.62856998,7000.0
