lng,lat,value
121.4848682,31.24077607,7074.358974358975
121.1305531,31.15545432,6645.454545454545
121.5325199,31.26552414,8090.909090909091
121.4433964,31.19455677,8477.777777777777
121.5504546,31.22734829,8993.103448275862
121.4304544,31.22684797,7106.666666666667
121.4915856,31.23724715,7664.705882352941
121.4035693,31.25497337,7320.833333333333
121.3886119,31.11884258,6527.777777777777
121.2344796,31.03713518,5864.705882352941
121.5115865,31.2697467,7154.545454545455
121.496563,31.41027947,6025.0
121.2725951,31.38015534,6766.666666666667
121.4534318,31.23384493,6845.1612903225805
121.34848,30.74785238,8000.0
121.4805037,30.92372011,6700.0
