name1,name2,value
店长,1-3年,6653.012048192771
店长,1年以下,6354.8387096774195
店长,不限,7290.060240963855
店长,3-5年,6769.485294117647
店长,5-10年,7601.5625
店长,无经验,5518.181818181818
店长,10年以上,0.0
导购员,1-3年,5859.375
导购员,1年以下,4985.507246376812
导购员,不限,5312.34096692112
导购员,3-5年,6842.105263157895
导购员,5-10年,8000.0
导购员,无经验,5583.333333333333
导购员,10年以上,0.0
客服,1-3年,6377.922077922078
客服,1年以下,5647.058823529412
客服,不限,6539.057750759878
客服,3-5年,7621.951219512195
客服,5-10年,3833.3333333333335
客服,无经验,6673.529411764706
客服,10年以上,0.0
理货员,1-3年,5038.461538461538
理货员,1年以下,5854.166666666667
理货员,不限,6288.651535380507
理货员,3-5年,4000.0
理货员,5-10年,0.0
理货员,无经验,6933.333333333333
理货员,10年以上,0.0
物流运营,1-3年,7250.0
物流运营,1年以下,4000.0
物流运营,不限,5000.0
物流运营,3-5年,4212.5
物流运营,5-10年,10185.714285714286
物流运营,无经验,4000.0
物流运营,10年以上,12833.333333333334
物流跟单,1-3年,5720.0
物流跟单,1年以下,5000.0
物流跟单,不限,5315.789473684211
物流跟单,3-5年,7571.428571428572
物流跟单,5-10年,0.0
物流跟单,无经验,4200.0
物流跟单,10年以上,0.0
报检报关,1-3年,5885.714285714285
报检报关,1年以下,5666.666666666667
报检报关,不限,5277.777777777777
报检报关,3-5年,6030.7692307692305
报检报关,5-10年,5500.0
报检报关,无经验,0.0
报检报关,10年以上,0.0
仓储管理,1-3年,6120.093457943925
仓储管理,1年以下,6844.444444444444
仓储管理,不限,6101.669449081803
仓储管理,3-5年,6703.738317757009
仓储管理,5-10年,9417.857142857143
仓储管理,无经验,6000.0
仓储管理,10年以上,5500.0
英语老师,1-3年,6454.913294797688
英语老师,1年以下,7136.538461538462
英语老师,不限,8120.388349514563
英语老师,3-5年,4931.578947368421
英语老师,5-10年,8083.333333333333
英语老师,无经验,7777.777777777777
英语老师,10年以上,0.0
课程顾问,1-3年,7836.607142857143
课程顾问,1年以下,7292.537313432836
课程顾问,不限,8124.691358024691
课程顾问,3-5年,8541.666666666666
课程顾问,5-10年,30000.0
课程顾问,无经验,5918.181818181818
课程顾问,10年以上,8000.0
教务,1-3年,6592.753623188406
教务,1年以下,6288.372093023256
教务,不限,7145.321100917431
教务,3-5年,7018.0
教务,5-10年,6500.0
教务,无经验,6600.0
教务,10年以上,20000.0
助教,1-3年,6848.484848484848
助教,1年以下,6615.384615384615
助教,不限,6445.685279187817
助教,3-5年,6082.608695652174
助教,5-10年,9142.857142857143
助教,无经验,6617.391304347826
助教,10年以上,0.0
编导,1-3年,7135.114503816794
编导,1年以下,7100.0
编导,不限,7577.777777777777
编导,3-5年,6307.142857142857
编导,5-10年,7669.2307692307695
编导,无经验,0.0
编导,10年以上,0.0
编剧,1-3年,8035.714285714285
编剧,1年以下,7166.666666666667
编剧,不限,8450.0
编剧,3-5年,8745.454545454546
编剧,5-10年,5100.0
编剧,无经验,40000.0
编剧,10年以上,100.0
后期制作,1-3年,7099.532710280374
后期制作,1年以下,6000.0
后期制作,不限,6442.5
后期制作,3-5年,6476.190476190476
后期制作,5-10年,4428.571428571428
后期制作,无经验,4642.857142857143
后期制作,10年以上,0.0
化妆师,1-3年,5869.565217391304
化妆师,1年以下,6000.0
化妆师,不限,5735.294117647059
化妆师,3-5年,8000.0
化妆师,5-10年,8000.0
化妆师,无经验,5500.0
化妆师,10年以上,0.0
广告创意,1-3年,6678.846153846154
广告创意,1年以下,6666.666666666667
广告创意,不限,8176.470588235294
广告创意,3-5年,5372.727272727273
广告创意,5-10年,9425.0
广告创意,无经验,0.0
广告创意,10年以上,20000.0
美术指导,1-3年,5890.476190476191
美术指导,1年以下,0.0
美术指导,不限,4800.0
美术指导,3-5年,5806.896551724138
美术指导,5-10年,5444.444444444444
美术指导,无经验,0.0
美术指导,10年以上,13500.0
文案,1-3年,7015.243902439024
文案,1年以下,6800.0
文案,不限,6474.825174825175
文案,3-5年,6751.461988304093
文案,5-10年,4380.952380952381
文案,无经验,5087.5
文案,10年以上,5366.666666666667
媒介,1-3年,7322.222222222223
媒介,1年以下,6250.0
媒介,不限,5810.810810810811
媒介,3-5年,6436.065573770492
媒介,5-10年,9764.285714285714
媒介,无经验,5400.0
媒介,10年以上,0.0
网页设计,1-3年,6554.922279792746
