lng,lat,value
121.4848682,31.24077607,6690.625
121.1305531,31.15545432,6666.666666666667
121.5325199,31.26552414,5825.0
121.4433964,31.19455677,7071.428571428572
121.5504546,31.22734829,6370.27027027027
121.4304544,31.22684797,7184.210526315789
121.4915856,31.23724715,6831.25
121.4035693,31.25497337,7029.411764705882
121.3886119,31.11884258,6775.0
121.2344796,31.03713518,7000.0
121.5115865,31.2697467,5700.0
121.496563,31.41027947,6022.222222222223
121.2725951,31.38015534,7428.571428571428
121.4534318,31.23384493,6875.0
121.4805037,30.92372011,8000.0
